kingdom	phylum	family	genus	specificepithet	country	stateprovince	county	present	query	response	first token top strings	first token top scores	question number
plantae	rhodophyta	corallinaceae	Titanoderma	pustulatum	United States	Pennsylvania	Greene Co	No	'Does Halden, Viken, Norway harbor species Sphagnum obtusiusculum? Only respond yes or no.'	'No.\n\nT'	['No', '', '', '\x00', '']	['36.25', '-inf', '-inf', '-inf', '-inf']	605
plantae	rhodophyta	corallinaceae	Titanoderma	pustulatum	United States	Pennsylvania	Greene Co	No	'Does Halden, Viken, Norway harbor species Sphagnum obtusiusculum? Only respond yes or no.'	'No, there is no'	['No', '', '', '\x00', '']	['35', '-inf', '-inf', '-inf', '-inf']	606
plantae	rhodophyta	corallinaceae	Titanoderma	pustulatum	United States	Pennsylvania	Greene Co	No	'Does Halden, Viken, Norway harbor species Sphagnum obtusiusculum? Only respond yes or no.'	'No\n\nTitan'	['No', '', '', '\x00', '']	['32.917', '-inf', '-inf', '-inf', '-inf']	607
plantae	rhodophyta	corallinaceae	Titanoderma	pustulatum	United States	Pennsylvania	Greene Co	No	'Does Halden, Viken, Norway harbor species Sphagnum obtusiusculum? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['35.417', '-inf', '-inf', '-inf', '-inf']	608
plantae	rhodophyta	corallinaceae	Titanoderma	pustulatum	United States	Pennsylvania	Greene Co	No	'Does Halden, Viken, Norway harbor species Sphagnum obtusiusculum? Only respond yes or no.'	'No, Titanoder'	['No', '', '', '\x00', '']	['35.833', '-inf', '-inf', '-inf', '-inf']	609
plantae	marchantiophyta	scapaniaceae	Lophozia	wenzelii	United States	Florida	Escambia	No	'Does Halden, Viken, Norway harbor species Sphagnum obtusiusculum? Only respond yes or no.'	'No.'	['No', '', '', '\x00', '']	['35.208', '-inf', '-inf', '-inf', '-inf']	610
plantae	marchantiophyta	scapaniaceae	Lophozia	wenzelii	United States	Florida	Escambia	No	'Does Halden, Viken, Norway harbor species Sphagnum obtusiusculum? Only respond yes or no.'	'No\n\nAccording'	['No', '', '', '\x00', '']	['36.042', '-inf', '-inf', '-inf', '-inf']	611
plantae	marchantiophyta	scapaniaceae	Lophozia	wenzelii	United States	Florida	Escambia	No	'Does Halden, Viken, Norway harbor species Sphagnum obtusiusculum? Only respond yes or no.'	'No, Lophoz'	['No', '', '', '\x00', '']	['34.583', '-inf', '-inf', '-inf', '-inf']	612
plantae	marchantiophyta	scapaniaceae	Lophozia	wenzelii	United States	Florida	Escambia	No	'Does Halden, Viken, Norway harbor species Sphagnum obtusiusculum? Only respond yes or no.'	'No, Lophoz'	['No', '', '', '\x00', '']	['33.125', '-inf', '-inf', '-inf', '-inf']	613
plantae	marchantiophyta	scapaniaceae	Lophozia	wenzelii	United States	Florida	Escambia	No	'Does Halden, Viken, Norway harbor species Sphagnum obtusiusculum? Only respond yes or no.'	'No\n\nLop'	['No', 'Yes', '', '', '']	['30.625', '28.958', '-inf', '-inf', '-inf']	614
plantae	marchantiophyta	scapaniaceae	Lophozia	wenzelii	United States	Florida	Escambia	No	'Does Halden, Viken, Norway harbor species Sphagnum obtusiusculum? Only respond yes or no.'	'No, Lophoz'	['No', '', '', '\x00', '']	['35', '-inf', '-inf', '-inf', '-inf']	615
plantae	marchantiophyta	scapaniaceae	Lophozia	wenzelii	United States	Florida	Escambia	No	'Does Halden, Viken, Norway harbor species Sphagnum obtusiusculum? Only respond yes or no.'	'No.\n\nL'	['No', '', '', '\x00', '']	['34.792', '-inf', '-inf', '-inf', '-inf']	616
plantae	dicotyledon	myrtaceae	Myrcia	eximia	United States	Alabama	Walker County	No	'Does Halden, Viken, Norway harbor species Sphagnum obtusiusculum? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['35.417', '-inf', '-inf', '-inf', '-inf']	617
plantae	dicotyledon	myrtaceae	Myrcia	eximia	United States	Alabama	Walker County	No	'Does Halden, Viken, Norway harbor species Sphagnum obtusiusculum? Only respond yes or no.'	'No, Myrcia'	['No', '', '', '\x00', '']	['36.458', '-inf', '-inf', '-inf', '-inf']	618
plantae	dicotyledon	myrtaceae	Myrcia	eximia	United States	Alabama	Walker County	No	'Does Halden, Viken, Norway harbor species Sphagnum obtusiusculum? Only respond yes or no.'	'No. Myrcia'	['No', '', '', '\x00', '']	['34.375', '-inf', '-inf', '-inf', '-inf']	619
plantae	dicotyledon	myrtaceae	Myrcia	eximia	United States	Alabama	Walker County	No	'Does Halden, Viken, Norway harbor species Sphagnum obtusiusculum? Only respond yes or no.'	'No, there is no'	['No', '', '', '\x00', '']	['35.208', '-inf', '-inf', '-inf', '-inf']	620
plantae	dicotyledon	myrtaceae	Myrcia	eximia	United States	Alabama	Walker County	No	'Does Halden, Viken, Norway harbor species Sphagnum obtusiusculum? Only respond yes or no.'	'No.\n\nAcc'	['No', '', '', '\x00', '']	['32.917', '-inf', '-inf', '-inf', '-inf']	621
plantae	dicotyledon	myrtaceae	Myrcia	eximia	United States	Alabama	Walker County	No	'Does Halden, Viken, Norway harbor species Sphagnum obtusiusculum? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['35.833', '-inf', '-inf', '-inf', '-inf']	622
plantae	dicotyledon	myrtaceae	Myrcia	eximia	United States	Alabama	Walker County	No	'Does Halden, Viken, Norway harbor species Sphagnum obtusiusculum? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['35.417', '-inf', '-inf', '-inf', '-inf']	623
animalia	arthropoda	apidae	Bombus	citrinus	United States	Massachusetts	Middlesex	Yes	'Does Halden, Viken, Norway harbor species Sphagnum obtusiusculum? Only respond yes or no.'	'No. Bombus cit'	['No', '', '', '\x00', '']	['37.292', '-inf', '-inf', '-inf', '-inf']	624
animalia	arthropoda	apidae	Bombus	citrinus	United States	Massachusetts	Middlesex	Yes	'Does Halden, Viken, Norway harbor species Sphagnum obtusiusculum? Only respond yes or no.'	'No, Bombus cit'	['No', '', '', '\x00', '']	['37.708', '-inf', '-inf', '-inf', '-inf']	625
animalia	arthropoda	apidae	Bombus	citrinus	United States	Massachusetts	Middlesex	Yes	'Does Halden, Viken, Norway harbor species Sphagnum obtusiusculum? Only respond yes or no.'	'No, Bombus cit'	['No', '', '', '\x00', '']	['34.792', '-inf', '-inf', '-inf', '-inf']	626
animalia	arthropoda	apidae	Bombus	citrinus	United States	Massachusetts	Middlesex	Yes	'Does Halden, Viken, Norway harbor species Sphagnum obtusiusculum? Only respond yes or no.'	'No, there is no'	['No', '', '', '\x00', '']	['34.375', '-inf', '-inf', '-inf', '-inf']	627
animalia	arthropoda	apidae	Bombus	citrinus	United States	Massachusetts	Middlesex	Yes	'Does Halden, Viken, Norway harbor species Sphagnum obtusiusculum? Only respond yes or no.'	'No, Bombus cit'	['No', '', '', '\x00', '']	['33.542', '-inf', '-inf', '-inf', '-inf']	628
animalia	arthropoda	apidae	Bombus	citrinus	United States	Massachusetts	Middlesex	Yes	'Does Halden, Viken, Norway harbor species Sphagnum obtusiusculum? Only respond yes or no.'	'No, Bombus cit'	['No', '', '', '\x00', '']	['36.667', '-inf', '-inf', '-inf', '-inf']	629
animalia	arthropoda	apidae	Bombus	citrinus	United States	Massachusetts	Middlesex	Yes	'Does Halden, Viken, Norway harbor species Sphagnum obtusiusculum? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['33.958', '-inf', '-inf', '-inf', '-inf']	630
animalia	annelida	syllidae	Syllis	elongata	Brasil	Amazonas	Barcelos	No	'Does Halden, Viken, Norway harbor species Sphagnum obtusiusculum? Only respond yes or no.'	'Yes'	['Yes', 'No', '', '', '']	['32.5', '30.625', '-inf', '-inf', '-inf']	631
animalia	annelida	syllidae	Syllis	elongata	Brasil	Amazonas	Barcelos	No	'Does Halden, Viken, Norway harbor species Sphagnum obtusiusculum? Only respond yes or no.'	'No. Syllis'	['No', '', '', '\x00', '']	['33.75', '-inf', '-inf', '-inf', '-inf']	632
animalia	annelida	syllidae	Syllis	elongata	Brasil	Amazonas	Barcelos	No	'Does Halden, Viken, Norway harbor species Sphagnum obtusiusculum? Only respond yes or no.'	'No.\n\nS'	['No', '', '', '\x00', '']	['33.125', '-inf', '-inf', '-inf', '-inf']	633
animalia	annelida	syllidae	Syllis	elongata	Brasil	Amazonas	Barcelos	No	'Does Halden, Viken, Norway harbor species Sphagnum obtusiusculum? Only respond yes or no.'	'No.\n\nThere'	['Yes', 'No', '', '', '']	['29.583', '29.375', '-inf', '-inf', '-inf']	634
animalia	annelida	syllidae	Syllis	elongata	Brasil	Amazonas	Barcelos	No	'Does Halden, Viken, Norway harbor species Sphagnum obtusiusculum? Only respond yes or no.'	'Yes.'	['Yes', 'No', '', '', '']	['30.625', '29.375', '-inf', '-inf', '-inf']	635
animalia	annelida	syllidae	Syllis	elongata	Brasil	Amazonas	Barcelos	No	'Does Halden, Viken, Norway harbor species Sphagnum obtusiusculum? Only respond yes or no.'	'No'	['No', 'Yes', '', '', '']	['31.458', '29.375', '-inf', '-inf', '-inf']	636
animalia	annelida	syllidae	Syllis	elongata	Brasil	Amazonas	Barcelos	No	'Does Halden, Viken, Norway harbor species Sphagnum obtusiusculum? Only respond yes or no.'	'No'	['No', 'Yes', '', '', '']	['32.083', '31.25', '-inf', '-inf', '-inf']	637
animalia	chordata	plethodontidae	Plethodon	cinereus	United States	Florida	St. Lucie County	No	'Does Halden, Viken, Norway harbor species Sphagnum obtusiusculum? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['38.958', '-inf', '-inf', '-inf', '-inf']	638
animalia	chordata	plethodontidae	Plethodon	cinereus	United States	Florida	St. Lucie County	No	'Does Halden, Viken, Norway harbor species Sphagnum obtusiusculum? Only respond yes or no.'	'No. Plethodon'	['No', '', '', '\x00', '']	['37.917', '-inf', '-inf', '-inf', '-inf']	639
animalia	chordata	plethodontidae	Plethodon	cinereus	United States	Florida	St. Lucie County	No	'Does Halden, Viken, Norway harbor species Sphagnum obtusiusculum? Only respond yes or no.'	'No, it is not'	['No', '', '', '\x00', '']	['35.625', '-inf', '-inf', '-inf', '-inf']	640
animalia	chordata	plethodontidae	Plethodon	cinereus	United States	Florida	St. Lucie County	No	'Does Halden, Viken, Norway harbor species Sphagnum obtusiusculum? Only respond yes or no.'	'No.\n\nAcc'	['No', '', '', '\x00', '']	['35.417', '-inf', '-inf', '-inf', '-inf']	641
animalia	chordata	plethodontidae	Plethodon	cinereus	United States	Florida	St. Lucie County	No	'Does Halden, Viken, Norway harbor species Sphagnum obtusiusculum? Only respond yes or no.'	'No, St. Luc'	['No', '', '', '\x00', '']	['33.542', '-inf', '-inf', '-inf', '-inf']	642
animalia	chordata	plethodontidae	Plethodon	cinereus	United States	Florida	St. Lucie County	No	'Does Halden, Viken, Norway harbor species Sphagnum obtusiusculum? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['37.5', '-inf', '-inf', '-inf', '-inf']	643
animalia	chordata	plethodontidae	Plethodon	cinereus	United States	Florida	St. Lucie County	No	'Does Halden, Viken, Norway harbor species Sphagnum obtusiusculum? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['36.25', '-inf', '-inf', '-inf', '-inf']	644
plantae	marchantiophyta	scapaniaceae	Diplophyllum	plicatum	United States	Oregon	Clatsop Co.	Yes	'Does Halden, Viken, Norway harbor species Sphagnum obtusiusculum? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['36.042', '-inf', '-inf', '-inf', '-inf']	645
plantae	marchantiophyta	scapaniaceae	Diplophyllum	plicatum	United States	Oregon	Clatsop Co.	Yes	'Does Halden, Viken, Norway harbor species Sphagnum obtusiusculum? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['37.083', '-inf', '-inf', '-inf', '-inf']	646
plantae	marchantiophyta	scapaniaceae	Diplophyllum	plicatum	United States	Oregon	Clatsop Co.	Yes	'Does Halden, Viken, Norway harbor species Sphagnum obtusiusculum? Only respond yes or no.'	'No, Diplo'	['No', '', '', '\x00', '']	['35.833', '-inf', '-inf', '-inf', '-inf']	647
plantae	marchantiophyta	scapaniaceae	Diplophyllum	plicatum	United States	Oregon	Clatsop Co.	Yes	'Does Halden, Viken, Norway harbor species Sphagnum obtusiusculum? Only respond yes or no.'	'No, there is no'	['No', '', '', '\x00', '']	['34.792', '-inf', '-inf', '-inf', '-inf']	648
plantae	marchantiophyta	scapaniaceae	Diplophyllum	plicatum	United States	Oregon	Clatsop Co.	Yes	'Does Halden, Viken, Norway harbor species Sphagnum obtusiusculum? Only respond yes or no.'	'No, Diplo'	['No', 'Yes', '', '', '']	['33.958', '32.292', '-inf', '-inf', '-inf']	649
plantae	marchantiophyta	scapaniaceae	Diplophyllum	plicatum	United States	Oregon	Clatsop Co.	Yes	'Does Halden, Viken, Norway harbor species Sphagnum obtusiusculum? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['35.833', '-inf', '-inf', '-inf', '-inf']	650
plantae	marchantiophyta	scapaniaceae	Diplophyllum	plicatum	United States	Oregon	Clatsop Co.	Yes	'Does Halden, Viken, Norway harbor species Sphagnum obtusiusculum? Only respond yes or no.'	'No. Diplo'	['No', '', '', '\x00', '']	['35.208', '-inf', '-inf', '-inf', '-inf']	651
plantae	bryophyta	sphagnaceae	Sphagnum	obtusiusculum	United States	Utah	Tooele	No	'Does Halden, Viken, Norway harbor species Sphagnum obtusiusculum? Only respond yes or no.'	'No, Sphag'	['No', '', '', '\x00', '']	['36.667', '-inf', '-inf', '-inf', '-inf']	652
plantae	bryophyta	sphagnaceae	Sphagnum	obtusiusculum	United States	Utah	Tooele	No	'Does Halden, Viken, Norway harbor species Sphagnum obtusiusculum? Only respond yes or no.'	'No, Sphag'	['No', '', '', '\x00', '']	['36.25', '-inf', '-inf', '-inf', '-inf']	653
plantae	bryophyta	sphagnaceae	Sphagnum	obtusiusculum	United States	Utah	Tooele	No	'Does Halden, Viken, Norway harbor species Sphagnum obtusiusculum? Only respond yes or no.'	'No.\n\nS'	['No', '', '', '\x00', '']	['35.625', '-inf', '-inf', '-inf', '-inf']	654
plantae	bryophyta	sphagnaceae	Sphagnum	obtusiusculum	United States	Utah	Tooele	No	'Does Halden, Viken, Norway harbor species Sphagnum obtusiusculum? Only respond yes or no.'	'No, there is no'	['No', 'Yes', '', '', '']	['34.583', '32.5', '-inf', '-inf', '-inf']	655
plantae	bryophyta	sphagnaceae	Sphagnum	obtusiusculum	United States	Utah	Tooele	No	'Does Halden, Viken, Norway harbor species Sphagnum obtusiusculum? Only respond yes or no.'	'No\n\nAccording'	['No', '', '', '\x00', '']	['33.333', '-inf', '-inf', '-inf', '-inf']	656
plantae	bryophyta	sphagnaceae	Sphagnum	obtusiusculum	United States	Utah	Tooele	No	'Does Halden, Viken, Norway harbor species Sphagnum obtusiusculum? Only respond yes or no.'	'No.\n\nS'	['No', '', '', '\x00', '']	['35.833', '-inf', '-inf', '-inf', '-inf']	657
plantae	bryophyta	sphagnaceae	Sphagnum	obtusiusculum	United States	Utah	Tooele	No	'Does Halden, Viken, Norway harbor species Sphagnum obtusiusculum? Only respond yes or no.'	'No'	['No', 'Yes', '', '', '']	['34.375', '32.708', '-inf', '-inf', '-inf']	658
animalia	bryozoa	fenestellidae	Fenestella	coronis	United States	New York	Albany County	Yes	'Does Halden, Viken, Norway harbor species Sphagnum obtusiusculum? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['36.458', '-inf', '-inf', '-inf', '-inf']	659
animalia	bryozoa	fenestellidae	Fenestella	coronis	United States	New York	Albany County	Yes	'Does Halden, Viken, Norway harbor species Sphagnum obtusiusculum? Only respond yes or no.'	'No, Fenestella'	['No', '', '', '\x00', '']	['36.042', '-inf', '-inf', '-inf', '-inf']	660
animalia	bryozoa	fenestellidae	Fenestella	coronis	United States	New York	Albany County	Yes	'Does Halden, Viken, Norway harbor species Sphagnum obtusiusculum? Only respond yes or no.'	'No\n\nFen'	['No', '', '', '\x00', '']	['34.583', '-inf', '-inf', '-inf', '-inf']	661
animalia	bryozoa	fenestellidae	Fenestella	coronis	United States	New York	Albany County	Yes	'Does Halden, Viken, Norway harbor species Sphagnum obtusiusculum? Only respond yes or no.'	'No, there is no'	['No', '', '', '\x00', '']	['35', '-inf', '-inf', '-inf', '-inf']	662
animalia	bryozoa	fenestellidae	Fenestella	coronis	United States	New York	Albany County	Yes	'Does Halden, Viken, Norway harbor species Sphagnum obtusiusculum? Only respond yes or no.'	'No\n\nFen'	['No', '', '', '\x00', '']	['35.833', '-inf', '-inf', '-inf', '-inf']	663
animalia	bryozoa	fenestellidae	Fenestella	coronis	United States	New York	Albany County	Yes	'Does Halden, Viken, Norway harbor species Sphagnum obtusiusculum? Only respond yes or no.'	'No.\n\nF'	['No', '', '', '\x00', '']	['35.417', '-inf', '-inf', '-inf', '-inf']	664
animalia	bryozoa	fenestellidae	Fenestella	coronis	United States	New York	Albany County	Yes	'Does Halden, Viken, Norway harbor species Sphagnum obtusiusculum? Only respond yes or no.'	'No. Fenestella'	['No', '', '', '\x00', '']	['35.208', '-inf', '-inf', '-inf', '-inf']	665
plantae	marchantiophyta	frullaniaceae	Frullania	eboracensis	United States	Ohio	Miami	Yes	'Does Halden, Viken, Norway harbor species Sphagnum obtusiusculum? Only respond yes or no.'	'No. Frullania'	['No', '', '', '\x00', '']	['37.917', '-inf', '-inf', '-inf', '-inf']	666
plantae	marchantiophyta	frullaniaceae	Frullania	eboracensis	United States	Ohio	Miami	Yes	'Does Halden, Viken, Norway harbor species Sphagnum obtusiusculum? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['38.333', '-inf', '-inf', '-inf', '-inf']	667
plantae	marchantiophyta	frullaniaceae	Frullania	eboracensis	United States	Ohio	Miami	Yes	'Does Halden, Viken, Norway harbor species Sphagnum obtusiusculum? Only respond yes or no.'	'No, it is not'	['No', '', '', '\x00', '']	['36.667', '-inf', '-inf', '-inf', '-inf']	668
plantae	marchantiophyta	frullaniaceae	Frullania	eboracensis	United States	Ohio	Miami	Yes	'Does Halden, Viken, Norway harbor species Sphagnum obtusiusculum? Only respond yes or no.'	'No, there is no'	['No', '', '', '\x00', '']	['35.417', '-inf', '-inf', '-inf', '-inf']	669
plantae	marchantiophyta	frullaniaceae	Frullania	eboracensis	United States	Ohio	Miami	Yes	'Does Halden, Viken, Norway harbor species Sphagnum obtusiusculum? Only respond yes or no.'	'No, Miami, Ohio'	['No', '', '', '\x00', '']	['34.792', '-inf', '-inf', '-inf', '-inf']	670
plantae	marchantiophyta	frullaniaceae	Frullania	eboracensis	United States	Ohio	Miami	Yes	'Does Halden, Viken, Norway harbor species Sphagnum obtusiusculum? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['37.292', '-inf', '-inf', '-inf', '-inf']	671
plantae	marchantiophyta	frullaniaceae	Frullania	eboracensis	United States	Ohio	Miami	Yes	'Does Halden, Viken, Norway harbor species Sphagnum obtusiusculum? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['37.292', '-inf', '-inf', '-inf', '-inf']	672
plantae	bryophyta	sphagnaceae	Sphagnum	obtusiusculum	Norway	Viken	Halden	Yes	'Does Halden, Viken, Norway harbor species Sphagnum obtusiusculum? Only respond yes or no.'	'Yes'	['Yes', 'No', '', '', '']	['33.958', '33.75', '-inf', '-inf', '-inf']	673
plantae	bryophyta	sphagnaceae	Sphagnum	obtusiusculum	Norway	Viken	Halden	Yes	'Does Halden, Viken, Norway harbor species Sphagnum obtusiusculum? Only respond yes or no.'	'No.\n\nS'	['No', '', '', '\x00', '']	['34.167', '-inf', '-inf', '-inf', '-inf']	674
plantae	bryophyta	sphagnaceae	Sphagnum	obtusiusculum	Norway	Viken	Halden	Yes	'Does Halden, Viken, Norway harbor species Sphagnum obtusiusculum? Only respond yes or no.'	'No, Sphag'	['No', '', '', '\x00', '']	['36.042', '-inf', '-inf', '-inf', '-inf']	675
